,,09-00-00~~09-00-13.4001,571-01-00~~571-01-13.4001,,,09-,00-,571-,01-,13.4001,O & M,,,,,,,,,,,,,1,Formula,,,,,,1,Formula,,,,,,,,,,,,,S_M_921,,O&M,13,13,13.4001,,Project O&M Building Site Preparation,,,,,,,C,,0,Ac.,,107105.21312,,0,,0,Ac.,,103650.788837,,0,,0,Ac.,,152894.047107,,0,,1.5,Ac.,,157989.627325,,236984.440987,,1.5,Ac.,,157989.627325,,236984.440987,,0,Ac.,,107105.21312,,0,,2.5,Ac.,,157989.627325,,394974.068312,,2.5,Ac.,,157989.627325,,394974.068312,,2.5,Ac.,,157989.627325,,394974.068312,,2.5,Ac.,,157989.627325,,394974.068312,,1.5,Ac.,,157989.627325,,236984.440987,,1.5,Ac.,,157989.627325,,236984.440987,,#N/A,Ac.,,#N/A,,#N/A,,
,,09-00-00~~09-00-13.4002,571-01-00~~571-01-13.4002,,,09-,00-,571-,01-,13.4002,O & M,,,,,,,,,,,,,315,Updated 3/22/19,,,,,,210,Updated 3/22/19,,,,,,,,,,,,,S_M_922,,O&M,13,13,13.4002,,Project O&M Building Supply and Installation,,,,,,,C,,0,Sf.,,250.490169,,0,,0,Sf.,,250.490169,,0,,0,Sf.,,307.25773,,0,,2500,Sf.,,307.25773,,768144.326153,,2500,Sf.,,307.25773,,768144.326153,,0,Sf.,,250.490169,,0,,7500,Sf.,,307.25773,,2304432.978459,,7500,Sf.,,307.25773,,2304432.978459,,7500,Sf.,,307.25773,,2304432.978459,,7500,Sf.,,307.25773,,2304432.978459,,2500,Sf.,,307.25773,,768144.326153,,2500,Sf.,,307.25773,,768144.326153,,#N/A,Sf.,,#N/A,,#N/A,,
,,09-00-00~~09-00-13.4003,571-01-00~~571-01-13.4003,,,09-,00-,571-,01-,13.4003,O & M,,,,,,,,,,,,,81250,10-08-18,,,,,,50000,,,,,,,,,,,,,,S_M_923,,O&M,13,13,13.4003,,Observation Viewing Area & Kiosk,,,,,,,C,,0,Ea.,,59640.516435,,0,,0,Ea.,,59640.516435,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,59640.516435,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,73156.602491,,0,,0,Ea.,,#N/A,,#N/A,,
,,09-00-00~~09-00-13.4004,571-01-00~~571-01-13.4004,,,09-,00-,571-,01-,13.4004,O & M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_924,,O&M,13,13,13.4004,,Tornado Shelter,,,,,,,C,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,#N/A,,#N/A,,
,,,,,,,,Header,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_925,,O&M,13,13,13.5,,OTHER MISC. SITE CONSTRUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09-00-00~~09-00-13.5001,571-01-00~~571-01-13.5001,,,09-,00-,571-,01-,13.5001,O & M,,,,,,,,,,,,,0,10-08-18,,,,,,0,,,,,,,,,,,,,,S_M_926,,O&M,13,13,13.5001,,Incidentals & Consumables,,,,,,,C,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,#N/A,,#N/A,,
,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,S_M_927,,,,-,806,,-,,,-,-,-,-,,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_928,,,,,807,,,,,,,,,,,,,,,,126915.018973,,,,,,,126915.018973,,,,,,,155677.2501,,,,,,,1160806.01724,,,,,,,1160806.01724,,,,,,,126915.018973,,,,,,,2855084.296871,,,,,,,2855084.296871,,,,,,,2855084.296871,,,,,,,2855084.296871,,,,,,,1160806.01724,,,,,,,1160806.01724,,,,,,,#N/A,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_929,,,,,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Header,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_930,,,,,14.0,,CONTRACTOR GENERAL G&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,S_M_931,,,,-,810,,-,,,-,-,-,-,,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,
,,,,,,,,Header,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_932,,,,,14.1,,MOB/DEMOB: GENERAL FACILITY SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,04-00-00~~04-00-14.1997,301-01-00~~301-01-14.1997,,,04-,00-,301-,01-,14.1997,Contractor Mob,,,,,,,,,,,,,1.2,Formula,Increase unit cost due to historic cost ,,,,,1,Formula,,Add 20% to G&A,,,,,,,,,,,S_M_933,,G&A,14,14,14.1997,,EPC Lump Sum Construction Mobilization,,,,,,,C,,1,LS,,5116040.106378,,5116040.106378,,1,LS,,4255950.216219,,4255950.216219,,1,LS,,2357060.075767,,2357060.075767,,1,LS,,2751400.609044,,2751400.609044,,1,LS,,2802958.363161,,2802958.363161,,0.5,LS,,2388164.214355,,1194082.107178,,1,LS,,2707438.170355,,2707438.170355,,1,LS,,1341331.919048,,1341331.919048,,1,LS,,2741532.300225,,2741532.300225,,1,LS,,2701958.611581,,2701958.611581,,1,LS,,2741532.300225,,2741532.300225,,1,LS,,2694066.852136,,2694066.852136,,1,LS,,#N/A,,#N/A,,
,,04-00-00~~04-00-14.1998,301-01-00~~301-01-14.1998,,,04-,00-,301-,01-,14.1998,Contractor Demob,,,,,,,,,,,,,1.2,Formula,Increase unit cost due to historic cost ,,,,,1,Formula,,Add 20% to G&A,,,,,,,,,,,S_M_934,,G&A,14,14,14.1998,,EPC Lump Sum Contractor Demobilization,,,,,,,C,,1,LS,,902830.607008,,902830.607008,,1,LS,,751050.038156,,751050.038156,,1,LS,,415951.778076,,415951.778076,,1,LS,,485541.283949,,485541.283949,,1,LS,,494639.711146,,494639.711146,,0.5,LS,,421440.74371,,210720.371855,,1,LS,,477783.206533,,477783.206533,,1,LS,,236705.632773,,236705.632773,,1,LS,,483799.817687,,483799.817687,,1,LS,,476816.225573,,476816.225573,,1,LS,,483799.817687,,483799.817687,,1,LS,,475423.562142,,475423.562142,,1,LS,,#N/A,,#N/A,,
,,,,,,,,Header,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_935,,G&A,14,14,14.2,,"SITE FACILITY TRUCKS, TRAILERS",,,,,,,C,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,,,Qty/Mo.,,,,,
,,05-00-00~~05-00-14.2001,504-04-00~~504-04-14.2001,,,05-,00-,504-,04-,14.2001,Contractor G&A,,,,,,,,,,,,,4875,10-08-18,,,,,,3000,Changed 10/28/2014,Revised July 2012,Add 20% to G&A,,,,,,,,,,,S_M_936,,G&A,14,14,14.2001,,Project Vehicles During Construction,,,,,,# Vehicles per Month:,C,,190,Mo.,10,3310.850221,,629061.542069,,190,Mo.,10,3310.850221,,629061.542069,,170,Mo.,10,3741.289448,,636019.206209,,170,Mo.,10,3741.289448,,636019.206209,,180,Mo.,10,3741.289448,,673432.100691,,190,Mo.,10,3310.850221,,629061.542069,,130,Mo.,10,3741.289448,,486367.628277,,65,Mo.,10,3741.289448,,243183.814139,,170,Mo.,10,3741.289448,,636019.206209,,190,Mo.,10,3741.289448,,710844.995174,,170,Mo.,10,3741.289448,,636019.206209,,190,Mo.,10,3741.289448,,710844.995174,,#VALUE!,Mo.,10,#N/A,,#N/A,,
,,05-00-00~~05-00-14.2002,504-04-00~~504-04-14.2002,,,05-,00-,504-,04-,14.2002,Contractor G&A,,,,,,,,,,,,,5850,10-08-18,,,,,,3600,Changed 10/28/2014,Revised July 2012,Add 20% to G&A,,,,,,,,,,,S_M_937,,G&A,14,14,14.2002,,Field Office Trailers - Contractor,,,,,,# Trailers per Month:,C,,114,Mo.,6,3973.020266,,452924.31029,,114,Mo.,6,3973.020266,,452924.31029,,102,Mo.,6,4489.547338,,457933.82847,,102,Mo.,6,4489.547338,,457933.82847,,108,Mo.,6,4489.547338,,484871.112498,,114,Mo.,6,3973.020266,,452924.31029,,78,Mo.,6,4489.547338,,350184.69236,,39,Mo.,6,4489.547338,,175092.34618,,102,Mo.,6,4489.547338,,457933.82847,,114,Mo.,6,4489.547338,,511808.396526,,102,Mo.,6,4489.547338,,457933.82847,,114,Mo.,6,4489.547338,,511808.396526,,#VALUE!,Mo.,6,#N/A,,#N/A,,
,,05-00-00~~05-00-14.2003,504-04-00~~504-04-14.2003,,,05-,00-,504-,04-,14.2003,Contractor G&A,,,,,,,,,,,,,5850,10-08-18,,,,,,3600,Changed 10/28/2014,Revised July 2012,Add 20% to G&A,,,,,,,,,,,S_M_938,,G&A,14,14,14.2003,,Field Office Trailers - NEE,,,,,,# Trailers per Month:,C,,38,Mo.,2,3973.020266,,150974.770097,,38,Mo.,2,3973.020266,,150974.770097,,34,Mo.,2,4489.547338,,152644.60949,,34,Mo.,2,4489.547338,,152644.60949,,36,Mo.,2,4489.547338,,161623.704166,,38,Mo.,2,3973.020266,,150974.770097,,26,Mo.,2,4489.547338,,116728.230787,,13,Mo.,2,4489.547338,,58364.115393,,34,Mo.,2,4489.547338,,152644.60949,,38,Mo.,2,4489.547338,,170602.798842,,34,Mo.,2,4489.547338,,152644.60949,,38,Mo.,2,4489.547338,,170602.798842,,#VALUE!,Mo.,2,#N/A,,#N/A,,
,,05-00-00~~05-00-14.2004,504-04-00~~504-04-14.2004,,,05-,00-,504-,04-,14.2004,Contractor G&A,,,,,,,,,,,,,5850,10-08-18,,,,,,3600,Changed 10/28/2014,Revised July 2012,Add 20% to G&A,,,,,,,,,,,S_M_939,,G&A,14,14,14.2004,,Field Office Trailers - Module or PCU OEM,,,,,,,C,,9.889117,Mo.,,3973.020266,,39289.662422,,9.889117,Mo.,,3973.020266,,39289.662422,,13.897331,Mo.,,4489.547338,,62392.723579,,13.897331,Mo.,,4489.547338,,62392.723579,,15.047228,Mo.,,4489.547338,,67555.242079,,9.889117,Mo.,,3973.020266,,39289.662422,,6.061602,Mo.,,4489.547338,,27213.847519,,3.030801,Mo.,,4489.547338,,13606.923759,,13.897331,Mo.,,4489.547338,,62392.723579,,9.889117,Mo.,,4489.547338,,44397.659096,,13.897331,Mo.,,4489.547338,,62392.723579,,9.889117,Mo.,,4489.547338,,44397.659096,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.2005,504-04-00~~504-04-14.2005,,,05-,00-,504-,04-,14.2005,Contractor G&A,,,,,,,,,,,,,19500,10-08-18,,,,,,12000,Changed 10/28/2014,,Add 20% to G&A,,,,,,,,,,,S_M_940,,G&A,14,14,14.2005,,"Facilities & Infrastructure (sanitary, trash,etc.)",,,,,,,C,,19,Mo.,,13243.400886,,251624.616828,,19,Mo.,,13243.400886,,251624.616828,,17,Mo.,,14965.157793,,254407.682483,,17,Mo.,,14965.157793,,254407.682483,,18,Mo.,,14965.157793,,269372.840277,,19,Mo.,,13243.400886,,251624.616828,,13,Mo.,,14965.157793,,194547.051311,,6.5,Mo.,,14965.157793,,97273.525655,,17,Mo.,,14965.157793,,254407.682483,,19,Mo.,,14965.157793,,284337.99807,,17,Mo.,,14965.157793,,254407.682483,,19,Mo.,,14965.157793,,284337.99807,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.2006,504-04-00~~504-04-14.2006,,,05-,00-,504-,04-,14.2006,Contractor G&A,,,,,,,,,,,,,975,10-08-18,,,,,,600,Changed 4/21/20,,Added for BESS,,,,,,,,,,,S_M_941,,G&A,14,14,14.2006,,Storage (Tools & Parts) Containers ,,,,,,,C,,19,Mo.,,662.170044,,12581.230841,,19,Mo.,,662.170044,,12581.230841,,17,Mo.,,748.25789,,12720.384124,,17,Mo.,,748.25789,,12720.384124,,18,Mo.,,748.25789,,13468.642014,,19,Mo.,,662.170044,,12581.230841,,13,Mo.,,748.25789,,9727.352566,,6.5,Mo.,,748.25789,,4863.676283,,17,Mo.,,748.25789,,12720.384124,,19,Mo.,,748.25789,,14216.899903,,17,Mo.,,748.25789,,12720.384124,,19,Mo.,,748.25789,,14216.899903,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,,,,,,,Header,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_942,,G&A,14,14,14.3,,SITE SAFETY & SECURITY,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,05-00-00~~05-00-14.3001,504-04-00~~504-04-14.3001,,,05-,00-,504-,04-,14.3001,Contractor G&A,,,,,,,,,,,,,33150,10-08-18,,,,,,20400,Changed 10/28/2014,,Add 20% to G&A,,,,,,,,,,,S_M_943,,G&A,14,14,14.3001,,Site Safety Services,,,,,,,C,,19,Mo.,,22513.781506,,427761.848607,,19,Mo.,,22513.781506,,427761.848607,,17,Mo.,,25440.768248,,432493.060222,,17,Mo.,,25440.768248,,432493.060222,,18,Mo.,,25440.768248,,457933.82847,,19,Mo.,,22513.781506,,427761.848607,,13,Mo.,,25440.768248,,330729.987228,,6.5,Mo.,,25440.768248,,165364.993614,,17,Mo.,,25440.768248,,432493.060222,,19,Mo.,,25440.768248,,483374.596719,,17,Mo.,,25440.768248,,432493.060222,,19,Mo.,,25440.768248,,483374.596719,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.3002,504-04-00~~504-04-14.3002,,,05-,00-,504-,04-,14.3002,Contractor G&A,,,,,,,,,,,,,29250,10-08-18,,,,,,18000,Changed 4/21/20,,Added for BESS,,,,,,,,,,,S_M_944,,G&A,14,14,14.3002,,Safety Equipment & Materials,,,,,,,C,,19,Mo.,,19865.101328,,377436.925241,,19,Mo.,,19865.101328,,377436.925241,,17,Mo.,,22447.73669,,381611.523725,,17,Mo.,,22447.73669,,381611.523725,,18,Mo.,,22447.73669,,404059.260415,,19,Mo.,,19865.101328,,377436.925241,,13,Mo.,,22447.73669,,291820.576966,,6.5,Mo.,,22447.73669,,145910.288483,,17,Mo.,,22447.73669,,381611.523725,,19,Mo.,,22447.73669,,426506.997105,,17,Mo.,,22447.73669,,381611.523725,,19,Mo.,,22447.73669,,426506.997105,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.3003,504-04-00~~504-04-14.3003,,,05-,00-,504-,04-,14.3003,Contractor G&A,,,,,,,,,,,,,46800,10-08-18,,,,,,28800,Changed 10/28/2014,,Add 20% to G&A,,,,,,,,,,,S_M_945,,G&A,14,14,14.3003,,General Site Security,,,,,,,C,,19,Mo.,,31784.162126,,603899.080386,,19,Mo.,,31784.162126,,603899.080386,,17,Mo.,,35916.378704,,610578.43796,,17,Mo.,,35916.378704,,610578.43796,,18,Mo.,,35916.378704,,646494.816664,,19,Mo.,,31784.162126,,603899.080386,,13,Mo.,,35916.378704,,466912.923146,,6.5,Mo.,,35916.378704,,233456.461573,,17,Mo.,,35916.378704,,610578.43796,,19,Mo.,,35916.378704,,682411.195367,,17,Mo.,,35916.378704,,610578.43796,,19,Mo.,,35916.378704,,682411.195367,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,,,,,,,Header,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_946,,G&A,14,14,14.4,,SITE EPC SUPPORT,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,05-00-00~~05-00-14.4001,504-04-00~~504-04-14.4001,,,05-,00-,504-,04-,14.4001,Contractor G&A,,,,,,,,,,,,,243750,10-08-18,,,,,,150000,Changed 4/21/20,,Added 20% for BESS,,,,,,,,,,,S_M_947,,G&A,14,14,14.4001,,"Misc. Field Office G&A (PR, Office setup,etc.)",,,,,,,C,,1,Lot,,198651.013285,,198651.013285,,1,Lot,,198651.013285,,198651.013285,,1,Lot,,224477.366897,,224477.366897,,1,Lot,,224477.366897,,224477.366897,,1,Lot,,224477.366897,,224477.366897,,0.5,Lot,,198651.013285,,99325.506642,,1,Lot,,224477.366897,,224477.366897,,0.5,Lot,,224477.366897,,112238.683449,,1,Lot,,224477.366897,,224477.366897,,1,Lot,,224477.366897,,224477.366897,,1,Lot,,224477.366897,,224477.366897,,1,Lot,,224477.366897,,224477.366897,,1,Lot,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.4002,504-04-00~~504-04-14.4002,,,05-,00-,504-,04-,14.4002,Contractor G&A,,,,,,,,,,,,,14625,10-08-18,,,,,,9000,Changed 4/21/20,,Added for BESS,,,,,,,,,,,S_M_948,,G&A,14,14,14.4002,,Project Admin. & Site Support Services,,,,,,,C,,19,Mo.,Normal,9932.550664,,188718.462621,,19,Mo.,Normal,9932.550664,,188718.462621,,17,Mo.,Normal,11223.868345,,190805.761863,,17,Mo.,Normal,11223.868345,,190805.761863,,18,Mo.,Normal,11223.868345,,202029.630207,,19,Mo.,Normal,9932.550664,,188718.462621,,13,Mo.,Normal,11223.868345,,145910.288483,,6.5,Mo.,Normal,11223.868345,,72955.144242,,17,Mo.,Normal,11223.868345,,190805.761863,,19,Mo.,Normal,11223.868345,,213253.498552,,17,Mo.,Normal,11223.868345,,190805.761863,,19,Mo.,Normal,11223.868345,,213253.498552,,#VALUE!,Mo.,Normal,#N/A,,#N/A,,
,,05-00-00~~05-00-14.4003,504-04-00~~504-04-14.4003,,,05-,00-,504-,04-,14.4003,Contractor G&A,,,,,,,,,,,,,23400,10-08-18,,,,,,14400,Changed 10/28/2014,,Add 20% to G&A,,,,,,,,,,,S_M_949,,G&A,14,14,14.4003,,Project Scheduling Services,,,,,,,C,,19,Mo.,,15892.081063,,301949.540193,,19,Mo.,,15892.081063,,301949.540193,,17,Mo.,,17958.189352,,305289.21898,,17,Mo.,,17958.189352,,305289.21898,,18,Mo.,,17958.189352,,323247.408332,,19,Mo.,,15892.081063,,301949.540193,,13,Mo.,,17958.189352,,233456.461573,,6.5,Mo.,,17958.189352,,116728.230787,,17,Mo.,,17958.189352,,305289.21898,,19,Mo.,,17958.189352,,341205.597684,,17,Mo.,,17958.189352,,305289.21898,,19,Mo.,,17958.189352,,341205.597684,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.4004,504-04-00~~504-04-14.4004,,,05-,00-,504-,04-,14.4004,Contractor G&A,,,,,,,,,,,,,15600,10-08-18,,,,,,9600,Changed 10/28/2014,,Add 20% to G&A,,,,,,,,,,,S_M_950,,G&A,14,14,14.4004,,Project Document Control Services,,,,,,,C,,19,Mo.,,10594.720709,,201299.693462,,19,Mo.,,10594.720709,,201299.693462,,17,Mo.,,11972.126235,,203526.145987,,17,Mo.,,11972.126235,,203526.145987,,18,Mo.,,11972.126235,,215498.272221,,19,Mo.,,10594.720709,,201299.693462,,13,Mo.,,11972.126235,,155637.641049,,6.5,Mo.,,11972.126235,,77818.820524,,17,Mo.,,11972.126235,,203526.145987,,19,Mo.,,11972.126235,,227470.398456,,17,Mo.,,11972.126235,,203526.145987,,19,Mo.,,11972.126235,,227470.398456,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,,,,,,,Header,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_951,,G&A,14,14,14.5,,SITE GENERAL OTHER,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,05-00-00~~05-00-14.5001,504-04-00~~504-04-14.5001,,,05-,00-,504-,04-,14.5001,Contractor G&A,,,,,,,,,,,,,97500,10-08-18,,,,,,60000,Changed 10/28/2014,,Add 20% to G&A,,,,,,,,,,,S_M_952,,G&A,14,14,14.5001,,Communications to Field Facilities,,,,,,,C,,1,Lot,,66217.004428,,66217.004428,,1,Lot,,66217.004428,,66217.004428,,1,Lot,,74825.788966,,74825.788966,,1,Lot,,74825.788966,,74825.788966,,1,Lot,,74825.788966,,74825.788966,,0.5,Lot,,66217.004428,,33108.502214,,1,Lot,,74825.788966,,74825.788966,,0.5,Lot,,74825.788966,,37412.894483,,1,Lot,,74825.788966,,74825.788966,,1,Lot,,74825.788966,,74825.788966,,1,Lot,,74825.788966,,74825.788966,,1,Lot,,74825.788966,,74825.788966,,1,Lot,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.5002,504-04-00~~504-04-14.5002,,,05-,00-,504-,04-,14.5002,Contractor G&A,,,,,,,,,,,,,3900,10-08-18,,,,,,2400,Changed 10/28/2014,,Add 20% to G&A,,,,,,,,,,,S_M_953,,G&A,14,14,14.5002,,"Field Comms: Radios, Repeater, Base Station",,,,,,,C,,19,Mo.,,2648.680177,,50324.923366,,19,Mo.,,2648.680177,,50324.923366,,17,Mo.,,2993.031559,,50881.536497,,17,Mo.,,2993.031559,,50881.536497,,18,Mo.,,2993.031559,,53874.568055,,19,Mo.,,2648.680177,,50324.923366,,13,Mo.,,2993.031559,,38909.410262,,6.5,Mo.,,2993.031559,,19454.705131,,17,Mo.,,2993.031559,,50881.536497,,19,Mo.,,2993.031559,,56867.599614,,17,Mo.,,2993.031559,,50881.536497,,19,Mo.,,2993.031559,,56867.599614,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.5003,504-04-00~~504-04-14.5003,,,05-,00-,504-,04-,14.5003,Contractor G&A,,,,,,,,,,,,,1.625,Formula,10-08-18,,,,,1,Formula,,Add 20% to G&A,,,,S_A_242,,,,,,,S_M_954,,LBC,14,14,14.5003,,Load Bank Commissioning ,,,,,,,C,,0,Lot,,121839.288148,,0,,0,Lot,,121839.288148,,0,,0,Lot,,59112.373283,,0,,0,Lot,,59112.373283,,0,,0,Lot,,59112.373283,,0,,0,Lot,,121839.288148,,0,,0,Lot,,59112.373283,,0,,0,Lot,,56867.599614,,0,,0,Lot,,59112.373283,,0,,0,Lot,,56867.599614,,0,,0,Lot,,59112.373283,,0,,0,Lot,,56867.599614,,0,,0,Lot,,#VALUE!,,#VALUE!,,
,,05-00-00~~05-00-14.5004,504-04-00~~504-04-14.5004,,,05-,00-,504-,04-,14.5004,Contractor G&A,,,,,,,,,,,,,,,,,,,,0,Changed 10/28/2014,,,,,,,,,,,,,S_M_955,,G&A,14,14,14.5004,,Other General Site Requirements,,,,,,***Specify if Used***,C,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,#N/A,,#N/A,,
,,05-00-00~~05-00-14.5006,504-04-00~~504-04-14.5006,,,05-,00-,504-,04-,14.5006,Contractor G&A,,,,,,,,,,,,,0.09,,,,,,,0.070000,Changed 10/28/2014,,,,,,,,,,,,,S_M_956,,G&A,14,14,14.5006,,Contractor Risk and Fee,,,,,,***Specify if Used***,C,,0.070000,%,,53409461.549022,,3738662.308432,,0.070000,%,,50505669.955424,,3535396.89688,,0.070000,%,,24244796.492567,,1697135.75448,,7.0000000000000007E-2,%,,28190329.735047,,1973323.081453,,7.0000000000000007E-2,%,,28888968.719985,,2022227.810399,,7.0000000000000007E-2,%,,51653888.890328,,3615772.222323,,7.0000000000000007E-2,%,,28178028.474236,,1972461.993197,,7.0000000000000007E-2,%,,28378589.408971,,1986501.258628,,7.0000000000000007E-2,%,,28178028.474236,,1972461.993197,,7.0000000000000007E-2,%,,27746772.427027,,1942274.069892,,7.0000000000000007E-2,%,,28178028.474236,,1972461.993197,,7.0000000000000007E-2,%,,27746772.427027,,1942274.069892,,#N/A,%,,#VALUE!,,#VALUE!,,
,,,,,,,,Header,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_957,,G&A,14,14,14.6,,PROJECT SPECIFIC ITEMS,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,04-00-00~~04-00-14.6001,301-01-00~~301-01-14.6001,,,04-,00-,301-,01-,14.6001,Contractor LOC,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S_M_958,,G&A,14,14,14.6001,,EPC - NEE Requested LOC,,,,,,,C,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,#N/A,,#N/A,,
